date,season,teamA,teamB,teamA_home,teamA_score,teamB_score,teamA_moneyLine,teamB_moneyLine,total,spread,secondHalfTotal
2016-12-30,2017,Denver,Philadelphia,1,122,124,-600.0,450.0,213.5,10.0,106.0
2016-12-30,2017,Houston,LA Clippers,1,140,116,-650.0,475.0,217.0,10.5,104.0
2016-12-30,2017,Milwaukee,Minnesota,0,99,116,100.0,-120.0,209.5,-1.0,103.0
2016-12-30,2017,New Orleans,New York,1,104,92,-160.0,140.0,215.5,3.5,105.5
2016-12-30,2017,Portland,San Antonio,0,94,110,400.0,-500.0,202.0,-9.5,97.5
2016-12-31,2017,Charlotte,Cleveland,1,109,121,100.0,-120.0,210.5,-1.0,103.0
2016-12-31,2017,Chicago,Milwaukee,1,96,116,-150.0,130.0,204.0,3.0,99.0
2016-12-31,2017,Houston,New York,1,129,122,-1400.0,800.0,224.0,12.5,110.0
2016-12-31,2017,LA Clippers,Oklahoma City,0,88,114,375.0,-450.0,209.5,-9.0,100.5
2016-12-31,2017,Memphis,Sacramento,0,112,98,-125.0,105.0,195.5,1.5,94.0
2016-12-31,2017,Phoenix,Utah,0,86,91,550.0,-800.0,207.5,-11.5,107.5
2017-01-01,2017,Atlanta,San Antonio,1,114,112,175.0,-200.0,199.5,-5.0,104.0
2017-01-01,2017,Detroit,Miami,0,107,98,-280.0,240.0,198.0,6.5,99.5
2017-01-01,2017,Indiana,Orlando,1,117,104,-240.0,200.0,209.5,6.0,102.5
2017-01-01,2017,LA Lakers,Toronto,1,114,123,320.0,-380.0,218.0,-8.0,108.5
2017-01-01,2017,Minnesota,Portland,1,89,95,-250.0,210.0,208.0,6.0,100.5
2017-01-02,2017,Brooklyn,Utah,1,89,101,240.0,-280.0,206.0,-6.5,107.5
2017-01-02,2017,Charlotte,Chicago,0,111,118,-120.0,100.0,200.0,1.0,98.0
2017-01-02,2017,Cleveland,New Orleans,1,90,82,-420.0,350.0,218.0,9.0,105.5
2017-01-02,2017,Denver,Golden State,0,119,127,1200.0,-3000.0,232.0,-15.5,114.0
2017-01-02,2017,Houston,Washington,1,101,91,-350.0,290.0,231.0,7.5,113.0
2017-01-02,2017,LA Clippers,Phoenix,1,109,98,-190.0,170.0,214.0,4.5,111.0
2017-01-02,2017,Milwaukee,Oklahoma City,1,98,94,-120.0,100.0,213.5,1.5,103.5
2017-01-02,2017,New York,Orlando,1,103,115,-175.0,155.0,210.5,4.0,104.0
2017-01-03,2017,Boston,Utah,1,115,104,-215.0,185.0,200.0,5.5,104.0
2017-01-03,2017,Dallas,Washington,1,113,105,-110.0,-110.0,201.5,0.0,99.5
2017-01-03,2017,Denver,Sacramento,1,113,120,-175.0,155.0,214.5,4.0,106.0
2017-01-03,2017,Detroit,Indiana,1,116,121,-200.0,175.0,205.0,5.0,101.5
2017-01-03,2017,LA Lakers,Memphis,1,116,102,180.0,-210.0,207.0,-5.0,101.5
2017-01-03,2017,Miami,Phoenix,0,90,99,180.0,-210.0,212.5,-5.0,106.0
2017-01-03,2017,Minnesota,Philadelphia,0,91,93,-190.0,170.0,205.5,4.5,102.5
2017-01-03,2017,San Antonio,Toronto,1,110,82,-255.0,215.0,206.5,6.0,100.5
2017-01-04,2017,Atlanta,Orlando,0,111,92,-130.0,110.0,207.0,2.0,108.0
2017-01-04,2017,Charlotte,Oklahoma City,1,123,112,-135.0,115.0,208.5,2.0,102.0
2017-01-04,2017,Chicago,Cleveland,0,106,94,170.0,-190.0,204.0,-4.5,105.0
2017-01-04,2017,Golden State,Portland,1,125,117,-3000.0,1200.0,222.5,16.5,109.0
2017-01-04,2017,LA Clippers,Memphis,1,115,106,105.0,-125.0,196.5,-1.5,96.5
2017-01-04,2017,Miami,Sacramento,0,107,102,280.0,-340.0,204.0,-7.5,99.5
2017-01-04,2017,Milwaukee,New York,0,105,104,-170.0,150.0,213.5,3.5,103.5
2017-01-05,2017,Atlanta,New Orleans,0,99,94,100.0,-120.0,208.5,-1.5,107.5
2017-01-05,2017,Brooklyn,Indiana,0,109,121,450.0,-600.0,218.5,-10.5,113.0
2017-01-05,2017,Charlotte,Detroit,0,114,115,180.0,-210.0,208.5,-4.5,101.5
2017-01-05,2017,Dallas,Phoenix,1,95,102,-215.0,185.0,206.0,5.0,107.0
2017-01-05,2017,Denver,San Antonio,1,99,127,250.0,-300.0,213.5,-7.0,110.5
2017-01-05,2017,Houston,Oklahoma City,1,118,116,-400.0,330.0,227.5,8.0,110.5
2017-01-05,2017,LA Lakers,Portland,0,109,118,230.0,-270.0,221.0,-6.5,109.5
2017-01-05,2017,Toronto,Utah,1,101,93,-200.0,175.0,197.0,4.5,102.5
2017-01-06,2017,Boston,Philadelphia,1,110,106,-750.0,525.0,213.0,11.0,104.5
2017-01-06,2017,Brooklyn,Cleveland,1,108,116,700.0,-1100.0,221.0,-13.0,105.0
2017-01-06,2017,Golden State,Memphis,1,119,128,-1200.0,750.0,216.0,13.5,106.0
2017-01-06,2017,Houston,Orlando,0,100,93,-200.0,175.0,224.0,5.0,107.0
2017-01-06,2017,LA Clippers,Sacramento,0,106,98,-140.0,120.0,212.5,2.5,103.5
2017-01-06,2017,LA Lakers,Miami,1,127,100,-140.0,120.0,213.5,2.5,105.5
2017-01-06,2017,Milwaukee,New York,1,111,116,-220.0,190.0,213.5,5.5,104.5
2017-01-06,2017,Minnesota,Washington,0,105,112,170.0,-190.0,211.5,-4.5,102.0
2017-01-07,2017,Atlanta,Dallas,0,97,82,-125.0,105.0,197.0,1.5,102.5
2017-01-07,2017,Boston,New Orleans,1,117,108,-260.0,220.0,212.5,6.0,104.0
2017-01-07,2017,Charlotte,San Antonio,0,85,102,550.0,-800.0,208.5,-11.0,102.5
2017-01-07,2017,Chicago,Toronto,1,123,118,100.0,-120.0,207.0,-1.5,101.0
2017-01-07,2017,Denver,Oklahoma City,0,106,121,300.0,-360.0,221.5,-8.0,108.0
2017-01-07,2017,Indiana,New York,1,123,109,-310.0,260.0,216.0,7.0,105.0
2017-01-07,2017,Minnesota,Utah,1,92,94,170.0,-190.0,193.0,-4.5,99.5
2017-01-08,2017,Brooklyn,Philadelphia,1,95,105,-115.0,-105.0,216.0,1.0,106.5
2017-01-08,2017,Cleveland,Phoenix,0,120,116,-420.0,350.0,221.0,8.5,110.0
2017-01-08,2017,Detroit,Portland,0,125,124,150.0,-170.0,213.0,-3.5,105.0
2017-01-08,2017,Golden State,Sacramento,0,117,106,-850.0,575.0,226.0,11.5,112.0
2017-01-08,2017,Houston,Toronto,0,129,122,-135.0,115.0,226.5,2.5,110.5
2017-01-08,2017,LA Clippers,Miami,1,98,86,-450.0,375.0,207.0,9.0,101.5
2017-01-08,2017,LA Lakers,Orlando,1,111,95,-140.0,120.0,217.0,2.5,106.5
2017-01-08,2017,Memphis,Utah,1,88,79,-140.0,120.0,187.0,2.5,97.5
2017-01-08,2017,Milwaukee,Washington,1,101,107,100.0,-120.0,211.5,-1.0,103.0
2017-01-09,2017,Chicago,Oklahoma City,1,94,109,100.0,-120.0,210.0,-1.0,100.5
2017-01-09,2017,Dallas,Minnesota,0,92,101,165.0,-185.0,196.5,-4.5,97.5
2017-01-09,2017,New Orleans,New York,0,110,96,140.0,-160.0,215.0,-3.0,104.0
2017-01-10,2017,Atlanta,Brooklyn,0,117,97,-380.0,320.0,216.5,8.5,113.5
2017-01-10,2017,Boston,Toronto,0,106,114,190.0,-220.0,218.0,-5.5,114.0
2017-01-10,2017,Charlotte,Houston,0,114,121,400.0,-500.0,227.0,-9.0,109.5
2017-01-10,2017,Chicago,Washington,0,99,101,600.0,-900.0,203.5,-12.0,105.5
2017-01-10,2017,Cleveland,Utah,0,92,100,-120.0,100.0,203.0,1.0,99.5
2017-01-10,2017,Detroit,Sacramento,0,94,100,130.0,-150.0,206.0,-3.0,100.5
2017-01-10,2017,Golden State,Miami,1,107,95,-2000.0,1000.0,218.0,14.5,106.5
2017-01-10,2017,LA Lakers,Portland,1,87,108,120.0,-140.0,228.5,-2.5,110.5
2017-01-10,2017,Milwaukee,San Antonio,0,109,107,450.0,-600.0,203.5,-10.0,97.5
2017-01-11,2017,Boston,Washington,1,117,108,-230.0,195.0,218.0,5.5,107.5
2017-01-11,2017,Cleveland,Portland,0,86,102,-240.0,200.0,222.0,5.5,109.0
2017-01-11,2017,Houston,Minnesota,0,105,119,-160.0,140.0,218.5,3.5,104.0
2017-01-11,2017,LA Clippers,Orlando,1,105,96,-650.0,475.0,209.0,10.5,103.5
2017-01-11,2017,Memphis,Oklahoma City,0,95,103,165.0,-185.0,204.0,-4.5,98.5
2017-01-11,2017,New York,Philadelphia,0,97,98,-130.0,110.0,211.5,2.0,103.5
2017-01-12,2017,Brooklyn,New Orleans,1,95,104,-140.0,120.0,214.5,2.5,104.0
2017-01-12,2017,Chicago,New York,0,89,104,130.0,-150.0,207.5,-3.0,107.5
2017-01-12,2017,Dallas,Phoenix,0,113,108,-140.0,120.0,207.5,2.0,105.0
2017-01-12,2017,Denver,Indiana,1,140,112,160.0,-180.0,226.0,-4.5,112.0
2017-01-12,2017,Detroit,Golden State,0,107,127,900.0,-1600.0,218.5,-13.5,107.0
2017-01-12,2017,LA Lakers,San Antonio,0,94,134,950.0,-1800.0,212.5,-14.0,102.5
2017-01-13,2017,Atlanta,Boston,1,101,103,-160.0,140.0,211.5,3.5,111.5
2017-01-13,2017,Brooklyn,Toronto,0,113,132,1100.0,-2500.0,225.0,-15.5,116.5
2017-01-13,2017,Charlotte,Philadelphia,0,93,102,-210.0,180.0,208.0,5.0,102.0
2017-01-13,2017,Cleveland,Sacramento,0,120,108,-300.0,250.0,214.5,6.5,104.5
2017-01-13,2017,Detroit,Utah,0,77,110,500.0,-700.0,191.0,-11.0,93.0
2017-01-13,2017,Houston,Memphis,1,105,110,-350.0,290.0,216.5,7.5,106.0
2017-01-13,2017,Miami,Milwaukee,0,108,116,300.0,-360.0,205.0,-7.5,98.5
2017-01-13,2017,Minnesota,Oklahoma City,1,96,86,110.0,-130.0,208.0,-2.0,100.5
2017-01-13,2017,Orlando,Portland,0,115,109,260.0,-315.0,213.5,-7.0,104.5
2017-01-14,2017,Chicago,New Orleans,1,107,99,-165.0,145.0,206.5,3.5,100.0
2017-01-14,2017,LA Clippers,LA Lakers,1,113,97,-900.0,600.0,219.5,11.5,107.0
2017-01-14,2017,Orlando,Utah,0,107,114,550.0,-800.0,194.5,-11.5,97.0
2017-01-14,2017,Philadelphia,Washington,0,93,109,450.0,-600.0,210.0,-10.0,105.0
2017-01-14,2017,Phoenix,San Antonio,1,108,105,700.0,-1100.0,213.0,-12.5,111.5
2017-01-15,2017,Atlanta,Milwaukee,1,111,98,-175.0,155.0,205.5,4.0,99.5
2017-01-15,2017,Brooklyn,Houston,1,112,137,950.0,-1800.0,234.5,-14.0,113.0
2017-01-15,2017,Chicago,Memphis,0,108,104,340.0,-410.0,193.5,-8.5,99.5
2017-01-15,2017,Dallas,Minnesota,1,98,87,-110.0,-110.0,198.5,0.0,98.5
2017-01-15,2017,Detroit,LA Lakers,0,102,97,-130.0,110.0,213.5,2.0,104.0
2017-01-15,2017,New York,Toronto,0,101,116,450.0,-600.0,219.5,-10.0,106.5
2017-01-15,2017,Oklahoma City,Sacramento,0,122,118,-125.0,105.0,213.5,1.5,104.0
2017-01-16,2017,Atlanta,New York,0,108,107,-135.0,115.0,210.0,2.5,110.0
2017-01-16,2017,Boston,Charlotte,1,108,98,-220.0,190.0,217.0,5.5,107.5
2017-01-16,2017,Cleveland,Golden State,0,91,126,320.0,-380.0,227.5,-9.0,109.0
2017-01-16,2017,Denver,Orlando,1,125,112,-240.0,200.0,223.5,6.0,108.5
2017-01-16,2017,Indiana,New Orleans,1,98,95,-210.0,180.0,214.5,5.0,105.5
2017-01-16,2017,LA Clippers,Oklahoma City,1,120,98,-380.0,320.0,217.5,8.5,106.0
2017-01-16,2017,Milwaukee,Philadelphia,1,104,113,-410.0,340.0,207.0,8.5,102.5
2017-01-16,2017,Phoenix,Utah,1,101,106,230.0,-270.0,204.5,-6.5,107.5
2017-01-16,2017,Portland,Washington,0,101,120,150.0,-170.0,219.5,-3.5,104.0
2017-01-17,2017,Brooklyn,Toronto,1,109,119,350.0,-420.0,223.5,-8.5,108.5
2017-01-17,2017,Chicago,Dallas,1,98,99,-210.0,180.0,197.5,4.5,98.0
2017-01-17,2017,Denver,LA Lakers,0,127,121,-115.0,-105.0,230.5,1.0,110.5
2017-01-17,2017,Houston,Miami,0,103,109,-320.0,265.0,222.0,7.5,106.5
2017-01-17,2017,Minnesota,San Antonio,0,114,122,700.0,-1100.0,202.5,-12.5,98.0
2017-01-18,2017,Atlanta,Detroit,0,95,118,-140.0,120.0,199.5,2.5,103.0
2017-01-18,2017,Boston,New York,1,106,117,-500.0,400.0,218.5,8.5,107.0
2017-01-18,2017,Charlotte,Portland,1,107,85,-240.0,200.0,217.5,5.5,107.0
2017-01-18,2017,Golden State,Oklahoma City,1,121,100,-2000.0,1000.0,231.0,14.5,113.5
2017-01-18,2017,Houston,Milwaukee,1,111,92,-260.0,220.0,226.0,6.5,109.0
2017-01-18,2017,Indiana,Sacramento,0,106,100,125.0,-145.0,214.0,-2.5,103.5
2017-01-18,2017,Memphis,Washington,0,101,104,115.0,-135.0,207.5,-2.0,101.5
2017-01-18,2017,New Orleans,Orlando,1,118,98,-240.0,200.0,211.5,6.0,102.0
2017-01-18,2017,Philadelphia,Toronto,1,94,89,195.0,-230.0,215.5,-6.0,106.5
2017-01-19,2017,Cleveland,Phoenix,1,118,103,-900.0,600.0,220.0,11.0,114.0
2017-01-19,2017,Dallas,Miami,0,95,99,110.0,-130.0,200.0,-2.0,97.0
2017-01-19,2017,Denver,San Antonio,0,104,118,750.0,-1200.0,216.5,-13.0,104.0
2017-01-19,2017,LA Clippers,Minnesota,1,101,104,105.0,-125.0,208.0,-1.5,103.0
2017-01-19,2017,New York,Washington,1,110,113,105.0,-125.0,220.5,-1.5,105.5
2017-01-20,2017,Atlanta,Chicago,1,102,93,-170.0,150.0,204.0,4.0,105.5
2017-01-20,2017,Brooklyn,New Orleans,0,143,114,450.0,-600.0,221.5,-10.0,115.0
2017-01-20,2017,Charlotte,Toronto,1,113,78,-120.0,100.0,216.0,1.5,106.5
2017-01-20,2017,Dallas,Utah,1,107,112,190.0,-220.0,188.5,-5.5,98.0
2017-01-20,2017,Golden State,Houston,0,125,108,-210.0,180.0,242.0,5.0,118.5
2017-01-20,2017,Indiana,LA Lakers,0,95,108,-170.0,150.0,221.0,3.5,108.5
2017-01-20,2017,Memphis,Sacramento,1,107,91,-350.0,290.0,200.0,8.0,102.0
2017-01-20,2017,Milwaukee,Orlando,0,96,112,-160.0,140.0,211.5,3.5,102.5
2017-01-20,2017,Philadelphia,Portland,1,93,92,115.0,-135.0,209.5,-2.0,101.5
2017-01-21,2017,Atlanta,Philadelphia,1,110,93,-600.0,450.0,199.5,10.0,96.5
2017-01-21,2017,Boston,Portland,1,123,127,-330.0,270.0,217.0,7.5,105.5
2017-01-21,2017,Brooklyn,Charlotte,0,105,112,650.0,-1000.0,222.0,-12.0,114.0
2017-01-21,2017,Chicago,Sacramento,1,102,99,-280.0,240.0,205.0,6.5,100.5
2017-01-21,2017,Cleveland,San Antonio,1,115,118,-160.0,140.0,211.5,3.5,110.0
2017-01-21,2017,Denver,LA Clippers,1,123,98,-200.0,175.0,222.5,5.0,107.0
2017-01-21,2017,Detroit,Washington,1,113,112,-125.0,105.0,207.0,2.0,100.5
2017-01-21,2017,Houston,Memphis,0,119,95,-110.0,-110.0,214.5,0.0,104.5
2017-01-21,2017,Indiana,Utah,0,100,109,250.0,-300.0,200.5,-7.0,98.5
2017-01-21,2017,Miami,Milwaukee,1,109,97,110.0,-130.0,205.5,-2.0,99.5
2017-01-21,2017,New York,Phoenix,1,105,107,-210.0,180.0,224.0,4.5,116.5
2017-01-22,2017,Dallas,LA Lakers,1,122,73,-250.0,210.0,206.5,6.0,100.5
2017-01-22,2017,Denver,Minnesota,0,108,111,145.0,-165.0,221.0,-3.5,108.0
2017-01-22,2017,Golden State,Orlando,0,118,98,-1400.0,800.0,225.0,13.5,111.0
2017-01-22,2017,Phoenix,Toronto,0,115,103,650.0,-1000.0,219.5,-12.0,114.0
2017-01-23,2017,Atlanta,LA Clippers,1,105,115,-310.0,260.0,206.5,7.5,100.0
2017-01-23,2017,Brooklyn,San Antonio,1,86,112,350.0,-420.0,214.5,-8.5,111.5
2017-01-23,2017,Charlotte,Washington,1,99,109,-250.0,210.0,213.0,6.0,103.0
2017-01-23,2017,Cleveland,New Orleans,0,122,124,-550.0,425.0,216.0,10.0,104.5
2017-01-23,2017,Detroit,Sacramento,1,104,109,-300.0,250.0,205.5,7.0,107.0
2017-01-23,2017,Golden State,Miami,0,102,105,-800.0,550.0,218.5,11.0,107.5
2017-01-23,2017,Houston,Milwaukee,0,114,127,-215.0,185.0,226.5,5.0,111.0
2017-01-23,2017,Indiana,New York,1,103,109,-240.0,200.0,217.5,5.5,107.5
2017-01-23,2017,Oklahoma City,Utah,0,97,95,175.0,-200.0,203.0,-5.0,99.5
2017-01-24,2017,Boston,Washington,0,108,123,-105.0,-115.0,217.0,-1.0,112.0
2017-01-24,2017,Chicago,Orlando,0,100,92,-155.0,135.0,204.5,3.0,104.0
2017-01-24,2017,Denver,Utah,1,103,93,-125.0,105.0,210.5,2.0,108.5
2017-01-24,2017,LA Clippers,Philadelphia,0,110,121,-195.0,175.0,203.5,4.5,101.0
2017-01-24,2017,Minnesota,Phoenix,0,112,111,-125.0,105.0,215.5,1.5,107.0
2017-01-24,2017,San Antonio,Toronto,0,108,106,115.0,-135.0,203.0,-2.5,105.5
2017-01-25,2017,Atlanta,Chicago,0,119,114,-120.0,100.0,203.0,1.5,104.5
2017-01-25,2017,Boston,Houston,1,120,109,155.0,-175.0,229.0,-4.0,113.5
2017-01-25,2017,Brooklyn,Miami,1,106,109,125.0,-145.0,217.0,-2.5,107.0
2017-01-25,2017,Charlotte,Golden State,1,103,113,450.0,-600.0,223.5,-9.5,109.0
2017-01-25,2017,Cleveland,Sacramento,1,112,116,-850.0,575.0,216.5,10.5,113.0
2017-01-25,2017,Dallas,New York,1,103,95,-145.0,125.0,201.0,2.5,97.0
2017-01-25,2017,LA Lakers,Portland,0,98,105,310.0,-370.0,220.5,-8.0,108.5
2017-01-25,2017,Memphis,Toronto,1,101,99,-210.0,180.0,201.0,5.0,98.5
2017-01-25,2017,Milwaukee,Philadelphia,1,109,114,-900.0,600.0,207.5,11.0,100.5
2017-01-25,2017,New Orleans,Oklahoma City,1,105,114,105.0,-125.0,217.5,-1.5,104.5
2017-01-26,2017,Dallas,Oklahoma City,0,98,109,375.0,-450.0,197.0,-9.0,96.5
2017-01-26,2017,Denver,Phoenix,1,127,120,-290.0,245.0,232.0,7.0,119.5
2017-01-26,2017,Indiana,Minnesota,0,109,103,135.0,-155.0,213.0,-3.0,103.5
2017-01-26,2017,LA Lakers,Utah,0,88,96,900.0,-1600.0,203.5,-14.0,99.5
2017-01-27,2017,Atlanta,Washington,1,86,112,-155.0,135.0,214.5,3.5,102.0
2017-01-27,2017,Boston,Orlando,1,128,98,-330.0,270.0,214.0,7.0,102.0
2017-01-27,2017,Brooklyn,Cleveland,0,116,124,1600.0,-6000.0,226.0,-17.0,117.5
2017-01-27,2017,Charlotte,New York,0,107,110,-115.0,-105.0,211.5,1.0,104.0
2017-01-27,2017,Chicago,Miami,1,88,100,-310.0,260.0,204.5,7.0,100.5
2017-01-27,2017,Houston,Philadelphia,0,123,118,-300.0,250.0,220.5,7.0,107.5
2017-01-27,2017,Indiana,Sacramento,1,115,111,-185.0,165.0,211.5,4.5,109.5
2017-01-27,2017,Memphis,Portland,0,109,112,105.0,-125.0,206.0,-1.5,101.5
2017-01-27,2017,Milwaukee,Toronto,0,86,102,200.0,-240.0,213.5,-5.5,102.5
2017-01-27,2017,New Orleans,San Antonio,1,119,103,265.0,-320.0,214.0,-7.5,112.0
2017-01-28,2017,Boston,Milwaukee,0,112,108,120.0,-140.0,217.0,-2.5,113.0
2017-01-28,2017,Brooklyn,Minnesota,0,109,129,500.0,-650.0,221.0,-11.0,115.0
2017-01-28,2017,Charlotte,Sacramento,1,106,109,-295.0,235.0,204.5,7.0,105.5
2017-01-28,2017,Denver,Phoenix,0,123,112,140.0,-160.0,227.5,-3.5,111.5
2017-01-28,2017,Detroit,Miami,0,103,116,-150.0,130.0,202.0,3.0,99.0
2017-01-28,2017,Golden State,LA Clippers,1,144,98,-1150.0,750.0,224.5,13.0,108.5
2017-01-28,2017,Memphis,Utah,0,102,95,295.0,-360.0,191.0,-7.5,94.5
2017-01-29,2017,Atlanta,New York,1,142,139,-250.0,210.0,209.5,6.0,103.5
2017-01-29,2017,Chicago,Philadelphia,1,121,108,-300.0,250.0,205.5,7.0,99.5
2017-01-29,2017,Cleveland,Oklahoma City,1,107,91,-350.0,290.0,217.0,7.5,105.5
2017-01-29,2017,Dallas,San Antonio,0,105,101,650.0,-1000.0,195.5,-12.0,94.0
2017-01-29,2017,Golden State,Portland,0,113,111,-250.0,210.0,224.5,6.0,111.5
2017-01-29,2017,Houston,Indiana,0,101,120,-170.0,150.0,228.5,3.5,112.0
2017-01-29,2017,New Orleans,Washington,1,94,107,-105.0,-115.0,221.5,-1.0,105.0
2017-01-29,2017,Orlando,Toronto,0,114,113,500.0,-700.0,211.5,-11.0,102.5
2017-01-30,2017,Boston,Detroit,1,113,109,-230.0,195.0,216.5,5.5,107.0
2017-01-30,2017,Brooklyn,Miami,0,96,104,310.0,-370.0,218.5,-7.5,114.0
2017-01-30,2017,Cleveland,Dallas,0,97,104,-185.0,165.0,208.0,4.5,104.0
2017-01-30,2017,Memphis,Phoenix,0,115,96,-170.0,150.0,207.5,4.0,102.5
2017-01-30,2017,Minnesota,Orlando,1,111,105,-380.0,320.0,212.5,8.0,104.5
2017-01-30,2017,Philadelphia,Sacramento,1,122,119,130.0,-150.0,207.5,-3.0,105.5
2017-01-31,2017,Charlotte,Portland,0,98,115,160.0,-180.0,215.0,-4.0,106.5
2017-01-31,2017,Denver,LA Lakers,0,116,120,-110.0,-110.0,227.0,0.0,110.5
2017-01-31,2017,Houston,Sacramento,1,105,83,-1100.0,700.0,225.5,12.0,117.0
2017-01-31,2017,New Orleans,Toronto,0,106,108,270.0,-330.0,212.5,-7.5,103.5
2017-01-31,2017,New York,Washington,0,101,117,320.0,-380.0,215.0,-8.0,105.0
2017-01-31,2017,Oklahoma City,San Antonio,0,94,108,425.0,-550.0,210.0,-9.5,102.0
2017-02-01,2017,Atlanta,Miami,0,93,116,110.0,-130.0,205.5,-1.5,105.5
2017-02-01,2017,Boston,Toronto,1,109,104,-250.0,210.0,214.0,6.0,106.5
2017-02-01,2017,Brooklyn,New York,1,90,95,130.0,-150.0,224.5,-3.0,109.5
2017-02-01,2017,Charlotte,Golden State,0,111,126,1100.0,-2500.0,227.0,-14.5,110.0
2017-02-01,2017,Chicago,Oklahoma City,0,128,100,120.0,-140.0,206.5,-2.5,106.0
2017-02-01,2017,Cleveland,Minnesota,1,125,97,-270.0,230.0,216.5,6.0,107.0
2017-02-01,2017,Dallas,Philadelphia,1,113,95,-340.0,280.0,206.0,7.5,100.0
2017-02-01,2017,Denver,Memphis,1,99,119,150.0,-170.0,212.0,-4.0,105.5
2017-02-01,2017,Detroit,New Orleans,1,118,98,-320.0,265.0,211.0,7.5,103.0
2017-02-01,2017,Indiana,Orlando,0,98,88,-150.0,130.0,212.5,2.5,105.0
2017-02-01,2017,LA Clippers,Phoenix,0,124,114,-150.0,130.0,219.0,2.5,108.5
2017-02-01,2017,Milwaukee,Utah,0,88,104,280.0,-340.0,197.5,-7.5,97.0
2017-02-02,2017,Atlanta,Houston,0,113,108,425.0,-550.0,226.0,-9.5,118.0
2017-02-02,2017,Golden State,LA Clippers,0,133,120,-320.0,265.0,230.0,7.5,111.5
2017-02-02,2017,LA Lakers,Washington,0,108,116,475.0,-650.0,220.5,-10.5,108.0
2017-02-02,2017,Philadelphia,San Antonio,0,86,102,1500.0,-5000.0,214.5,-17.0,106.0
2017-02-03,2017,Boston,LA Lakers,1,113,107,-750.0,525.0,223.5,11.0,109.0
2017-02-03,2017,Brooklyn,Indiana,1,97,106,220.0,-260.0,218.5,-6.5,106.0
2017-02-03,2017,Chicago,Houston,0,117,121,400.0,-500.0,222.0,-10.0,113.5
2017-02-03,2017,Dallas,Portland,0,108,104,210.0,-250.0,206.0,-6.0,102.0
2017-02-03,2017,Denver,Milwaukee,1,121,117,-155.0,135.0,224.0,3.0,109.0
2017-02-03,2017,Detroit,Minnesota,1,116,108,-180.0,160.0,209.0,4.5,102.0
2017-02-03,2017,Memphis,Oklahoma City,0,102,114,-120.0,100.0,205.0,1.0,101.5
2017-02-03,2017,Orlando,Toronto,1,102,94,180.0,-210.0,207.5,-5.0,100.0
2017-02-03,2017,Phoenix,Sacramento,0,105,103,155.0,-175.0,218.5,-4.0,114.5
2017-02-04,2017,Atlanta,Orlando,1,113,86,-310.0,260.0,210.0,7.0,103.0
2017-02-04,2017,Charlotte,Utah,0,98,105,310.0,-370.0,197.5,-8.0,99.0
2017-02-04,2017,Cleveland,New York,0,111,104,-180.0,160.0,213.5,4.0,103.0
2017-02-04,2017,Denver,San Antonio,0,97,121,750.0,-1200.0,224.0,-13.0,108.0
2017-02-04,2017,Detroit,Indiana,0,84,105,130.0,-150.0,209.5,-3.0,103.0
2017-02-04,2017,Golden State,Sacramento,0,106,109,-2000.0,1000.0,225.0,14.5,112.0
2017-02-04,2017,Memphis,Minnesota,0,107,99,165.0,-185.0,203.0,-4.5,101.0
2017-02-04,2017,Miami,Philadelphia,1,125,102,-450.0,375.0,209.0,9.0,101.5
2017-02-04,2017,Milwaukee,Phoenix,0,137,112,-125.0,105.0,220.5,1.5,110.0
2017-02-04,2017,New Orleans,Washington,0,91,105,250.0,-300.0,216.5,-6.5,106.5
2017-02-05,2017,Boston,LA Clippers,1,107,102,-250.0,210.0,221.5,6.0,109.0
2017-02-05,2017,Brooklyn,Toronto,1,95,103,240.0,-280.0,216.0,-6.5,106.0
2017-02-05,2017,Oklahoma City,Portland,1,105,99,-215.0,185.0,218.0,5.0,106.0
2017-02-06,2017,Atlanta,Utah,1,95,120,-110.0,-110.0,197.0,0.0,104.0
2017-02-06,2017,Chicago,Sacramento,0,112,107,165.0,-185.0,205.5,-4.5,106.0
2017-02-06,2017,Cleveland,Washington,0,140,135,-120.0,100.0,219.5,1.0,108.0
2017-02-06,2017,Dallas,Denver,0,87,110,125.0,-145.0,213.5,-2.5,102.0
2017-02-06,2017,Detroit,Philadelphia,1,113,96,-420.0,350.0,210.5,8.5,102.5
2017-02-06,2017,Indiana,Oklahoma City,1,93,90,-200.0,175.0,211.5,5.0,104.0
2017-02-06,2017,LA Clippers,Toronto,0,109,118,235.0,-275.0,217.5,-6.5,107.5
2017-02-06,2017,LA Lakers,New York,0,121,107,175.0,-200.0,222.5,-5.0,109.5
2017-02-06,2017,Memphis,San Antonio,1,89,74,-115.0,-105.0,200.0,1.0,106.0
2017-02-06,2017,Miami,Minnesota,0,115,113,-105.0,-115.0,205.5,-1.0,100.5
2017-02-06,2017,New Orleans,Phoenix,1,111,106,-230.0,195.0,221.0,5.5,116.0
2017-02-07,2017,Brooklyn,Charlotte,0,107,111,450.0,-600.0,219.0,-10.0,114.0
2017-02-07,2017,Dallas,Portland,1,113,114,125.0,-145.0,207.0,-3.0,100.5
2017-02-07,2017,Houston,Orlando,1,128,104,-900.0,600.0,224.0,12.0,108.0
2017-02-08,2017,Atlanta,Denver,1,117,106,-170.0,150.0,224.0,4.0,107.5
